"bedrijf","bezichtingsduur_select","bookingLink","districtType_select","einddatum_date","eindtijd","eindtijd_time","eventType_select","id","image","kavelfunctie_select","kavelnummer_select","kennisprogramma","latlonlocatie_select","linkType_select","naam_de","naam_en","naam_nl","omschrijvingKort_de","omschrijvingKort_en","omschrijvingKort_nl","omschrijving_de","omschrijving_en","omschrijving_nl","opmerkingen","publiceerbaar","recordType_select","sdgType","semCode","startdatum_date","starttijd_time","tags","themaFloriade","zakelijk"
,"01:00","https://floriade.com/nl/op-de-expo/nederlandse-tuinbouw/treeport-zundert/","green-island",,,,,"B21chtt02E94070MDyJq","treeport-zundert-1642418343250","tuinbouw","15",,"{""cluster"":""15"",""locatie"":""15"",""lon"":""52.35897999438106609"",""lat"":""5.22949507729304486""}","info","Treeport Zundert","Treeport Zundert","Treeport Zundert",,"The soil as a solution. The life of greenery all starts in soil. We’re aware of this at Treeport Zundert, because our tree nurseries and products do well thanks to high-quality soil. Discover what high-quality soil can mean for green cities. ","De bodem als oplossing. Het leven van groen begint in de bodem. Daar zijn we ons bewust van bij Treeport Zundert, want onze boomkwekerijen en producten groeien dankzij een goede bodem. Ontdek wat een goede bodem kan betekenen voor groene steden. ",,,"",,,"locatie","[{""created"":""Wed Mar 09 2022 12:43:51 GMT+0100 (CET)"",""sdgType_select"":""sdg-3""},{""created"":""Wed Mar 09 2022 12:43:54 GMT+0100 (CET)"",""sdgType_select"":""sdg-7""},{""created"":""Wed Mar 09 2022 12:43:59 GMT+0100 (CET)"",""sdgType_select"":""sdg-9""}]",,,,"[""Innovatief"",""Architectuur"",""Cultural discovery""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,,"https://floriade.com/en/floriade-dialogues/",,"2022-02-22",,,"Workshop","yZiBWErsXgjoY8TKWfkD",,,,"[{""kennisprogrammaType_select"":""hoofd"",""created"":""Tue Jan 18 2022 09:24:16 GMT+0100 (Midden-Europese standaardtijd)"",""kennisprogramma_select"":""circular-hightech-greenhouse-development""}]",,"info",,,"Floriade Dialogue Webinar #22 | Circular High Tech Greenhousing",,,"This Floriade Dialogue Webinar will discuss the status and last innovations in redesigned high tech  greenhouse production systems that allow circularity to be integrated long-term. ",,,"This Floriade Dialogue edition is all about new innovative ideas that contribute to the production and sustainability of food and flowers using circular high tech greenhouses. As Floriade Expo 2022 is addressing its subtheme ‘feeding and healthying the city’, High Tech Greenhouses are an answer to the growing consumer demand for healthy food, healthy products and food safety. ","[{""created"":""Tue Jan 18 2022 09:23:47 GMT+0100 (Midden-Europese standaardtijd)"",""opmerking"":""This Floriade Dialogue Webinar will be organized in light of the celebration of 50 years diplomatic relations between China and the Netherlands from the Dutch Pavilion at the Dubai expo. An exclusive audience is invited to join the Horticultural Days at the Dutch Pavilion. The full program can be followed online.""}]",,"event","[{""created"":""Tue Jan 18 2022 09:24:06 GMT+0100 (Midden-Europese standaardtijd)"",""sdgType_select"":""sdg-2""},{""created"":""Tue Jan 18 2022 09:24:11 GMT+0100 (Midden-Europese standaardtijd)"",""sdgType_select"":""sdg-9""}]",,"2022-02-22",,,"[{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":5}]",
,,,"urban-district",,,,,"6xXfZltWB5LYU6qB2FjS",,"internationaal","51",,"{""cluster"":""51"",""locatie"":""51"",""lon"":""52.35775318650336629"",""lat"":""5.2259657913331381""}",,"Zypern","Cyprus","Cyprus","Zypern. Die grüne Linie. Ein umweltfreundliches Leben in der Stadt.","Ciprus. The green line. An eco-friendly life in the city.","
Cyprus. De groene lijn. Een milieuvriendelijk leven in de stad.","Anstatt eine ""tote"" Zone zu sein, wird die grüne Linie zu einer grünen Zone, die mit einheimischen Pflanzen (Pistacia lentiscus, Vitex agnus castus) bepflanzt ist und die Idee eines langgestreckten Parks ausdrückt, der die Stadt durchquert und sich in das städtische Gewebe ausbreitet der Stadt wieder Leben einhauchen.","The green line, instead of being a ""Dead"" zone, will become a Green zone, planted with native plants (Pistacia lentiscus, Vitex agnus castus), expressing the idea of an elongated park which crosses the city, spreading into the Urban fabric and giving life back to the city.","De groene lijn wordt, in plaats van een 'dode' zone, een groene zone, beplant met inheemse planten (Pistacia lentiscus - mastiekboom, Vitex agnus castus - monnikspeper), waarmee uitdrukking gegeven wordt aan het idee van een langgerekt park dat de stad doorkruist, zich uitbreidt tot in het stedelijke weefsel en leven teruggeeft aan de stad.",,,"locatie",,,,,,,
"[{""created"":""Thu Feb 03 2022 10:08:41 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Floriade Expo 2022"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-19","19:00",,,"98OYY3L2D7CC2D9HemW9",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Eindevent MBo Challenge (nancy)",,,,,,,,,"event",,,"2022-05-19","08:00",,,
"[{""created"":""Thu Feb 03 2022 09:32:00 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Royal Flora Holland"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-20","19:00",,,"mIM2GfPHdNENbRtuTfey",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Productbijeenkomst : Lely",,,,,,,,,"event",,,"2022-04-20","09:00",,,
,"01:00",,"utopia-island",,,,,"yk2XNWWqwPTqlYaVVTPz","utopia-eiland-1643286956326",,,,,"info","Utopia Eiland","Utopia Eiland","Utopia Eiland",,,,,,"Stel je voor… vier hectare grond. Een sfeer van ongekende diversiteit. Open water afgewisseld met besloten plekken, uitkijkpunten, een baai en drie heel bijzondere landschappen. Door het gebied kronkelt een ontdekkingsroute waarlangs je onderzoekt en leert over jouw relatie met de natuur.",,,"locatie","[{""created"":""Wed Mar 09 2022 14:06:44 GMT+0100 (CET)"",""sdgType_select"":""sdg-13""}]",,,,,,
"[{""created"":""Sun Jan 16 2022 18:49:39 GMT+0100 (Midden-Europese standaardtijd)"",""bedrijf"":""Stichting Zodiac"",""bedrijfIndeling_select"":null}]",,"http://africainmotion.nl/","hortus-avenue","2022-05-11","19:00",,"Congres","XvOJEVP11EbQ3UyBiA2p",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}","info",,"Africa in Motion","Africa in Motion",,"Africa In Motion (AIM) strives to accelerate the sustainable social economic development of Africa. ","Africa In Motion (AIM) strives to accelerate the sustainable social economic development of Africa. ",,"Africa In Motion (AIM) strives to accelerate the sustainable social economic development of Africa. The expertise on realizing this circulair economy is worldwide available, but the bridge between solutions and challenges has not been made efficiently. ","Africa In Motion (AIM) strives to accelerate the sustainable social economic development of Africa. The expertise on realizing this circulair economy is worldwide available, but the bridge between solutions and challenges has not been made efficiently. ","[{""created"":""Sun Jan 16 2022 18:49:04 GMT+0100 (Midden-Europese standaardtijd)"",""opmerking"":""SEM_Code: 536""}]",,"event",,,"2022-05-11","09:00",,,
"[{""bedrijf"":""HAS Hogeschool"",""created"":""Thu Feb 03 2022 09:42:32 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-10","19:00",,,"FdKkh7SYjIJv1iJGZUqk",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Optie ",,,,,,,,,"event",,,"2022-05-10","09:00",,,
"[{""created"":""Thu Feb 03 2022 11:26:12 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Royal Flora Holland"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-06-10","07:00",,,"B6ldTvJ9LiVV9ddPPe7l",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Bedrijfsfeest RFH ",,,,,,,,,"event",,,"2022-06-10","09:00",,,
"[{""created"":""Thu Feb 03 2022 09:35:59 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Vereniging Agrarische Bedrijfsadviseurs "",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-21","07:00",,,"lU3WzA5iNbXzgIgsmNzp",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Masterclass Cabin Farming Agroforestry",,,,,,,,,"event",,,"2022-04-21","09:00",,,
,"01:00","https://floriade.com/nl/op-de-expo/nationale-paviljoens/circuloco/","green-island",,,,,"KgJjAsvSlLmvyUBX03XI","circuloco-1642418127406","nationaal","31",,"{""cluster"":""31"",""locatie"":""31"",""lon"":""52.35837909789650979"",""lat"":""5.22452746673689727""}","info","Circuloco","Circuloco","Circuloco",,"Circular showroom with local pride. Circuloco is the platform par excellence where we present accessible local circular products and developments. We describe sustainable art and other works here, and how the circular pavilion came into being.","Circulaire showroom met* lokale trots. Circuloco is hét podium waar we laagdrempelig lokale circulaire producten en ontwikkelingen presenteren. We vertellen hier verhalen over duurzame (kunst)werken en de totstandkoming van het circulaire paviljoen.",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 13:29:42 GMT+0100 (CET)"",""sdgType_select"":""sdg-11""},{""created"":""Wed Mar 09 2022 13:30:03 GMT+0100 (CET)"",""sdgType_select"":""sdg-12""},{""created"":""Wed Mar 09 2022 13:30:08 GMT+0100 (CET)"",""sdgType_select"":""sdg-17""}]",,,,"[""Expositie"",""Cultural discovery""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
"[{""bedrijf"":""Lightchallenge"",""created"":""Thu Feb 03 2022 09:26:04 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-14","19:00",,,"FOWGI3Cuiact8glTCJQQ",,,"123",,"{""cluster"":""123"",""locatie"":""123"",""lon"":""52.35558321328782938"",""lat"":""5.22610900742842244""}",,"Light Challenge","Light Challenge","Light Challenge",,,,,,,,,"event",,,"2022-04-14","09:00",,,
,"01:00",,,,,,,"odmLCvOTQBYIc7b4acxy",,,"99",,"{""cluster"":""99"",""locatie"":""99"",""lon"":""52.35649386534534244"",""lat"":""5.22362880076665625""}",,"Flevo Campus","Flevo Campus","Flevo Campus",,"Flevo Campus works as a knowledge platform to solve urban food issues. We do this by experimenting and using action-oriented research in our 'living lab’ in the city of Almere: the perfect link between the polder and the Amsterdam Metropolitan Area.","Flevo Campus werkt als kennisplatform aan het oplossen van stedelijke voedselvraagstukken. Dit doen we door te experimenteren en actiegericht onderzoek in te zetten in onze ‘living lab’ de stad Almere: hét schakelpunt bij uitstek tussen polder en de Metropool Regio Amsterdam.",,,,,,"locatie",,,,,"[""Educatie""]",,
,,,"green-island",,,,,"VTjxMMZuiGFVwpo7LJAr",,"internationaal","77",,"{""cluster"":""77/78"",""locatie"":""77/78"",""lon"":""52.35617196939789153"",""lat"":""5.23163603424834545""}",,,"Indonesia - The Wonderful Archipelago","Indonesie - The Wonderful Archipelago",,"Go on a journey through the traditional and modern Indonesian way of life. Of course, this also includes the age-old way of living dynamically with nature. The theme “The Wonderful Archipelago” represents the enormous diversity of the country in nature and culture.","Ga mee op een reis door de traditionele en moderne Indonesische manier van leven. Daar hoort natuurlijk ook de eeuwenoude manier van dynamisch samenleven met de natuur bij. Het thema “De prachtige archipel” in de enorme diversiteit van het land in de natuur.",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 13:46:53 GMT+0100 (CET)"",""sdgType_select"":""sdg-15""}]",,,,,,
"[{""bedrijf"":""Stichting Zodiac"",""created"":""Thu Feb 03 2022 10:06:44 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-18","19:00",,,"F6t2sq22fvQrXOvHJwf8",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Congres Africa in Motion",,,,,,,,,"event",,,"2022-05-18","09:00",,,
,,,"hortus-avenue","2022-09-28","07:00",,,"Wu9qi9G4xqVJxL9JHj0j",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"AIPH",,,,,,,,,"event",,,"2022-09-28","21:00",,,
,,,"hortus-avenue","2022-10-06","07:00",,,"qP4Hgw3WCyA7zuuQgrhR",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Slappe bodem conferentie",,,,,,,,,"event",,,"2022-10-06","21:00",,,
,,,"hortus-avenue","2022-06-29","07:00",,,"BEXWpZozus9G5ofmWSs7",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"ENA Green Cities Conference",,,,,,,,,"event",,,"2022-06-29","21:00",,,
,"00:30",,,,,,,"BhQ9TeJX0BlMzMLK7k02",,,"46",,"{""cluster"":""46"",""locatie"":""46"",""lon"":""52.35810117406322206"",""lat"":""5.22381920204588912""}",,"Stad & Natuur en Boomfeestdag","Stad & Natuur en Boomfeestdag","Stichting Stad & Natuur",,"The Almere City & Nature Foundation and the National Tree Day Foundation are working on green, healthy cities. Here, they immerse you in the wonderful world of trees, biodiversity, and a healthy lifestyle.","Ontdek de groene en gezonde stad op de kavel van Stichting Stad & Natuur Almere en Stichting Nationale Boomfeestdag. Kom in beweging en maak kennis met de bomen op het bomenbeleefpad. Wandel langs de bomen en kijk omhoog en luister naar de bomenverhalen in het paviljoen. Wandel daarna langs de buzzzhalte en kijk eens omlaag. Bekijk de insecten en bijen die hier rond zoemen. ",,,,,,"locatie",,,,,"[""Educatie""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,"01:00","https://floriade.com/nl/op-de-expo/nederlandse-tuinbouw/the-green-house/","hortus-avenue",,,,,"Kb6i4mxeYdOk6CGNpk81","the-green-house-1642430160184","tuinbouw","155",,"{""cluster"":""155"",""locatie"":""155"",""lon"":""52.35526301281915806"",""lat"":""5.22245415451393136""}","info","The Green House","The Green House","The Green House",,,,,,,,,"locatie","[{""created"":""Wed Mar 09 2022 13:28:38 GMT+0100 (CET)"",""sdgType_select"":""sdg-9""},{""created"":""Wed Mar 09 2022 13:28:43 GMT+0100 (CET)"",""sdgType_select"":""sdg-12""},{""created"":""Wed Mar 09 2022 13:28:44 GMT+0100 (CET)"",""sdgType_select"":""sdg-15""}]",,,,"[""Architectuur"",""Innovatief"",""Tuin""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5},{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":5},{""themaFloriade_select"":""healthying"",""themaFloriadeRating"":5},{""themaFloriade_select"":""engergizing"",""themaFloriadeRating"":5}]",
,,"",,"2022-06-03","19:00",,"",,,,"",,,"","","","SLA",,"","",,"","SLA",,,"event",,"1096","2022-06-03","09:00",,,"true"
,,,,,,,,"otg2MgSVIqJWdiQoQSep",,"nationaal","57",,"{""cluster"":""57"",""locatie"":""57"",""lon"":""52.35696666862464355"",""lat"":""5.23029019217914914""}",,"De Grote Tuinverbouwing","De Grote Tuinverbouwing","De Grote Tuinverbouwing",,"All new steps start with a positive mindset. The green meeting for young and old.","“De Groene Ontmoeting” is het thema van De Grote Tuinverbouwing. Waarbij mensen steeds meer geïsoleerd leven in grote steden is een ontmoetingsplek in de stad van essentieel belang. Een plek waar je samen kan komen, socializen, ontspannen en genieten van elkaars aanwezigheid… En dat allemaal op een groene buitenplek. Het gevoel van de oude Amerikaanse prielen in parken voor entertainment van de mensen.",,,,,,"locatie",,,,,,,
,,,"hortus-avenue","2022-06-10","19:00",,,"VR2FEBHAzR7N7a6OQQNw",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"OPTIE EVENT ",,,,,,,,,"event",,,"2022-06-10","09:00",,,
"[{""created"":""Thu Feb 03 2022 09:55:51 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Genootschap van Eventmanagers (GvE)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-16","19:00",,,"N8ubojbxBokznP1bIy1D",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Bijeenkomst GvE",,,,,,,,,"event",,,"2022-05-16","09:00",,,
"[{""created"":""Thu Feb 03 2022 10:11:35 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Contact Groep Groen"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-19","19:00",,,"DRT1mam320RObheYLoXZ",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Bijeenkomst",,,,,,,,,"event",,,"2022-05-19","09:00",,,
,,,,,,,,,,,,,,,,,"Vereniging Agrarische Bedrijfsadviseurs ",,,,,,,,,"event",,,,,,,
,"00:30","https://floriade.com/nl/op-de-expo/nederlandse-tuinbouw/lageschaar-vaste-planten/","green-island",,,,,"1uqG81rhbgaXXUBmEkqb",,"tuinbouw","38",,"{""cluster"":""27/38"",""locatie"":""27/38"",""lon"":""52.35815498791399847"",""lat"":""5.22916147286923305""}","info","Lageschaar Vaste Planten","Lageschaar Vaste Planten","Lageschaar Vaste Planten",,"Enjoy the natural greenery, with native species and common perennials. Let yourself be informed, inspired and encouraged to use native plants to create your own 'Wild at Heart' garden!","Naturalistische beplanting met inheemse soorten en gangbare vaste planten. 
Laat je informeren, inspireren en stimuleren tot het gebruik van inheemse beplanting. 
Creëer jouw eigen ‘Wild at Heart’ tuin!",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 12:40:10 GMT+0100 (CET)"",""sdgType_select"":""sdg-13""},{""created"":""Wed Mar 09 2022 12:40:18 GMT+0100 (CET)"",""sdgType_select"":""sdg-15""}]",,,,"[""Architectuur"",""Buitententoonstelling"",""Tuin""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,"00:30","https://floriade.com/nl/op-de-expo/nederlandse-tuinbouw/fruithal-smits/","hortus-avenue",,,,,"XOZjMwOoPC2x1HINIugJ",,"tuinbouw","131",,"{""cluster"":""131"",""locatie"":""131"",""lon"":""52.35481476269690404"",""lat"":""5.23037674164041366""}","info","Fruithal Smits","Fruithal Smits","Fruithal Smits",,"This is the fruit garden of Flevoland; bursting with apples, pears and strawberries from Fruithal Smits. The fruit is grown locally, sustainably and with passion by a real family business. Check it out, and become a real fruit connoisseur! ","Dit is dé fruittuin van Flevoland - vol met appels, peren en aardbeien van Fruithal Smits. Het fruit wordt dichtbij, lokaal, duurzaam en met liefde geteeld door een echt familiebedrijf. Kom een kijkje nemen en wordt een echte fruitkenner! ",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 13:59:53 GMT+0100 (CET)"",""sdgType_select"":""sdg-2""},{""created"":""Wed Mar 09 2022 14:00:09 GMT+0100 (CET)"",""sdgType_select"":""sdg-3""},{""created"":""Wed Mar 09 2022 14:00:10 GMT+0100 (CET)"",""sdgType_select"":""sdg-12""}]",,,,"[""Tuin"",""Buitententoonstelling""]","[{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":5}]",
,,,"hortus-avenue","2022-06-24","07:00",,,"2wUwfw9GLuNbdTyZ0PPR",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Eurocities working Group Food",,,,,,,,,"event",,,"2022-06-24","21:00",,,
,"00:30",,"urban-district",,,,,"VVwtiXcj2WburUHJEwLg","provincie-flevoland-1646690409531","nationaal","81",,"{""cluster"":""81"",""locatie"":""81"",""lon"":""52.3570332062932664"",""lat"":""5.22330128129887417""}",,"Provincie Flevoland","Provincie Flevoland","Provincie Flevoland",,"Welcome to Food Forum, situated on man-made land, meters below sea level. Grasses and gypsum flowers playfully suggest sea foam. Come in and fly over the food garden of Europe. See how Flevoland innovates to make the food of tomorrow.","Welkom in Food Forum. Op man-made land, meters onder zeeniveau. Grassen en gipsbloemen als knipoog naar het zeeschuim. Stap binnen en vlieg mee over de voedseltuin van Europa. Zie hoe we in Flevoland op innovatieve wijze ons voedsel van morgen maken.",,,,,,"locatie",,,,,"[""Meeting rooms"",""Architectuur"",""Events""]","[{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":5},{""themaFloriade_select"":""greening"",""themaFloriadeRating"":3}]",
"[{""bedrijf"":""Royal Flora Holland"",""created"":""Thu Feb 03 2022 10:20:58 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-27","19:00",,,"nEUAMMMkWZ9ZFW7C6rrm",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Bedrijfsfeest",,,,,,,,,"event",,,"2022-05-27","09:00",,,
,,"",,"2022-06-01","19:00",,"",,,,"",,,"","","","Overleg gemeente Almere",,"","",,"","Overleg gemeente Almere",,,"event",,"1786","2022-06-01","09:00",,,"true"
,,"",,"2022-05-25","19:00",,"",,,,"",,,"","","","Schooltuinconferentie van de Alliantie Schooltuinen",,"","",,"","Schooltuinconferentie van de Alliantie Schooltuinen",,,"event",,"1051","2022-05-25","09:00",,,"true"
"[{""created"":""Thu Feb 03 2022 09:48:38 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Floriade Expo 2022"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-13","19:00",,,"lHYvoVcIrIS7WOBdTKz8",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"BNA (Liselore en Renson)",,,,,,,,,"event",,,"2022-05-13","09:00",,,
,,"www.forestry.gov.cn/hhxh/index.html","urban-district",,,,,"WeD2I7gf17KkBmTcawpK","china-1646317681165","internationaal","84",,"{""cluster"":""84"",""locatie"":""84"",""lon"":""52.35674342876825449"",""lat"":""5.22492454692202646""}","info","China","China","China",,"Entdecken Sie diesen wunderschönen Garten mit dem Thema „Ein wachsender chinesischer Bambusgarten“, der sowohl traditionelle chinesische Landschaftsarchitektur als auch die neuesten gärtnerischen Entwicklungen vereint.","Ontdek deze prachtige tuin met als thema “A Growing Chinese Bamboo Garden”, die zowel traditionele Chinese landschapsarchitectuur als de nieuwste tuinbouwontwikkelingen combineert.","Dies ist das Thema des chinesischen Pavillons, der das harmonische Zusammenleben von Mensch und Natur sowie die kollektive nachhaltige Entwicklung und den Wohlstand der Menschheit verfolgt. Das Design des China-Pavillons erbt die klassischen Designstrategien traditioneller chinesischer Gärten und integriert die langjährige chinesische Blumen- und Bambuskultur. Außerdem werden die neuesten Entwicklungen und Errungenschaften des modernen chinesischen Blumengartens und der Bambusindustrie vorgestellt.","This is the theme of China’s Pavilion, which is pursuing the harmonious coexistence of man and nature, and the collective sustainable development and prosperity of mankind. The design of the China’s Pavilion inherits the classical design strategies of traditional Chinese gardens and integrates the long-standing Chinese culture of flower and bamboo. It will also present the latest development and achievements of China’s modern flower gardening and the bamboo industry.","Het thema van China’s paviljoen, laat het harmonieuze samenleven van mens en natuur zien. Het ontwerp  erft de klassieke ontwerpstrategieën van traditionele Chinese tuinen en integreert de al lang bestaande Chinese cultuur van bloemen en bamboe. Het zal ook de nieuwste ontwikkelingen en prestaties van China’s moderne bloementuin- en bamboe-industrie presenteren.",,,"locatie",,,,,,"[{""themaFloriade_select"":null,""themaFloriadeRating"":0}]",
"[{""bedrijf"":""Floriade Expo 2022"",""created"":""Thu Feb 03 2022 11:28:19 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-06-14","07:00",,,"1bbP1ECStANiQijSFscJ",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"OPTIE VOOR HELEN DE GROOT",,,,,,,,,"event",,,"2022-06-14","09:00",,,
"[{""created"":""Thu Feb 03 2022 10:20:19 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Stichting Zodiac"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-25","19:00",,,"NwGDYUOSZw3vUSs7mgBh",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Congres Africa in Motion",,,,,,,,,"event",,,"2022-05-25","09:00",,,
"[{""bedrijf"":""Rabobank"",""created"":""Thu Feb 03 2022 09:30:29 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-19","07:00",,,"EpnC7luHI5MBk2T7ip7U",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Congres Rabobank",,,,,,,,,"event",,,"2022-04-19","09:00",,,
"[{""created"":""Thu Feb 03 2022 10:25:42 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Business Connected "",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-06-03","19:00",,,"2tozbgdU7VWwJal9LUfo",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Event directieclubs",,,,,,,,,"event",,,"2022-06-03","09:00",,,
,"00:30",,"urban-district",,,,,"PajyKLhMjrs2s28jkCTH","the-exploded-view-beyond-building-1643057878662","nationaal","83","[]","{""cluster"":""83"",""locatie"":""83"",""lon"":""52.35683396007751611"",""lat"":""5.22442123782136125""}",,"The Exploded View Beyond Building","The Exploded View Beyond Building","The Exploded View Beyond Building",,"The Natural Pavilion and the indoor 'Nature Loves Technology' exhibition provide excellent examples of how we can design nature-inclusive living and working conditions. The building is equipped with the most sustainable innovations.","Welkom bij The Exploded View Beyond Building, een tentoonstelling in de vorm van een huis. In deze installatie ontdek je biobased materialen, circulaire methodes en verhalen over hoe de bouwwereld verandert. ",,,"The Exploded View Beyond Building is een iconische tentoonstelling in de vorm van een huis dat volledig bestaat uit biobased materialen, circulaire bouwmethoden en verhalen over de veranderende waardeketen waar het onderdeel van is. Dit levensgrote biobased huis prikkelt al je zintuigen. We laten zien en ervaren dat er al heel veel op schaal, betaalbaar en behapbaar kan en dat het gezonder is voor mens en wereld. Het vormt een pleidooi voor de verandering van het bouwsysteem waarin natuurlijke gegroeide materialen en restromen de grondstof vormen van de bouwmaterialen van de toekomst. Zo inspireren wij publiek, beleid, bouw en landbouw en stimuleren hen tot samenwerken en te herdenken wat echt waarde heeft en verdient.",,,"locatie","[{""created"":""Wed Mar 09 2022 13:40:15 GMT+0100 (CET)"",""sdgType_select"":""sdg-11""}]",,,,"[""Educatie"",""Innovatief"",""Architectuur""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,,,,,,,,"ov1qau8Qml8ntjDUU0Kb",,"horeca","103",,"{""cluster"":""103"",""locatie"":""103"",""lon"":""52.35611154697242853"",""lat"":""5.22575244451754184""}",,"Local Foodtrucks","Local Foodtrucks","Local Foodtrucks",,,,,,,,,"locatie",,,,,"[""Eten & Drinken""]",,
"[{""bedrijf"":""Gemeente Almere"",""created"":""Thu Feb 03 2022 09:39:23 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-26","07:00",,,"B32Ix48mFV7tUbO5a8sF",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Lintjesregen",,,,,,,,,"event",,,"2022-04-26","09:00",,,
